FISCAL_YEAR,DISTRICT_ID,DISTRICT NAME, PROPTAX , FEDERAL , STATE , LOCAL , TOTAL ,MEMBER
2020-21,3311,Marinette," $9,723,199.00 "," $3,118,607.22 "," $19,015,856.03 "," $474,803.94 "," $32,332,466.19 ",2164
2020-21,3318,Marion," $1,950,141.00 "," $1,445,876.13 "," $3,974,394.89 "," $100,537.23 "," $7,470,949.25 ",478
2020-21,3325,Markesan," $5,478,768.00 "," $2,100,074.44 "," $4,921,999.90 "," $552,921.82 "," $13,053,764.16 ",820
2020-21,3332,Marshall," $5,212,571.00 "," $1,853,302.20 "," $9,785,091.20 "," $350,003.08 "," $17,200,967.48 ",1012
2020-21,3339,Marshfield," $19,835,755.00 "," $4,023,126.56 "," $29,706,436.87 "," $2,434,844.80 "," $56,000,163.23 ",3859
2020-21,3360,Mauston," $8,318,991.00 "," $2,561,272.88 "," $12,519,673.21 "," $493,219.77 "," $23,893,156.86 ",1391
2020-21,3367,Mayville," $6,487,954.00 "," $1,783,791.20 "," $8,206,103.60 "," $865,512.77 "," $17,343,361.57 ",1052
2020-21,3381,McFarland," $18,068,007.00 "," $1,794,620.57 "," $16,658,298.27 "," $1,034,653.29 "," $37,555,579.13 ",2267
2020-21,3409,Medford Area," $7,918,333.00 "," $2,955,230.82 "," $18,664,928.42 "," $934,748.38 "," $30,473,240.62 ",2096
2020-21,3427,Mellen," $1,252,455.00 "," $559,422.32 "," $2,696,996.27 "," $200,811.40 "," $4,709,684.99 ",271
2020-21,3428,Melrose-Mindoro," $4,698,349.00 "," $1,124,417.44 "," $7,076,542.90 "," $487,403.38 "," $13,386,712.72 ",729
2020-21,3430,Menasha," $17,461,882.00 "," $6,253,701.40 "," $36,534,146.50 "," $2,243,879.36 "," $62,493,609.26 ",3507
2020-21,3434,Menominee Indian," $3,000,000.00 "," $9,369,168.22 "," $10,704,001.90 "," $290,447.10 "," $23,363,617.22 ",986
2020-21,3437,Menomonee Falls," $39,177,368.00 "," $3,959,515.95 "," $14,568,315.47 "," $2,433,816.66 "," $60,139,016.08 ",3842
2020-21,3444,Menomonie Area," $17,722,147.00 "," $4,858,443.93 "," $26,502,122.48 "," $1,112,802.57 "," $50,195,515.98 ",3312
2020-21,3479,Mequon-Thiensville," $43,125,789.00 "," $3,343,822.20 "," $5,947,306.35 "," $3,182,852.40 "," $55,599,769.95 ",3482
2020-21,3484,Mercer," $2,251,298.00 "," $336,432.63 "," $402,414.41 "," $105,022.55 "," $3,095,167.59 ",144
2020-21,3500,Merrill Area," $11,427,119.00 "," $3,832,007.85 "," $22,336,477.08 "," $2,980,316.29 "," $40,575,920.22 ",2484
2020-21,3528,Merton Community," $4,595,616.00 "," $539,278.31 "," $4,226,607.99 "," $272,167.44 "," $9,633,669.74 ",795
2020-21,3549,Middleton-Cross Plains," $79,739,515.00 "," $3,495,567.64 "," $30,676,224.73 "," $1,615,797.88 "," $115,527,105.30 ",7367
2020-21,3612,Milton," $19,497,329.00 "," $1,902,402.81 "," $26,603,529.01 "," $2,438,224.61 "," $50,441,485.43 ",3517
2020-21,3619,Milwaukee," $307,975,402.00 "," $217,384,155.00 "," $732,206,341.60 "," $33,644,234.20 "," $1,291,210,133.00 ",73395
2020-21,3633,Mineral Point," $4,774,755.00 "," $716,746.47 "," $6,216,586.53 "," $390,856.53 "," $12,098,944.53 ",706
2020-21,3640,Minocqua J1," $7,031,113.00 "," $622,752.51 "," $1,686,466.55 "," $284,047.40 "," $9,624,379.46 ",576
2020-21,3661,Mishicot," $4,236,283.00 "," $1,188,693.69 "," $6,236,668.25 "," $1,584,133.54 "," $13,245,778.48 ",826
2020-21,3668,Mondovi," $4,546,236.00 "," $1,700,068.13 "," $8,304,081.83 "," $536,008.19 "," $15,086,394.15 ",877
2020-21,3675,Monona Grove," $30,322,170.00 "," $1,725,149.56 "," $20,705,593.87 "," $993,957.83 "," $53,746,871.26 ",3133
2020-21,3682,Monroe," $12,374,783.00 "," $3,107,053.69 "," $20,799,675.99 "," $1,776,159.60 "," $38,057,672.28 ",2240
2020-21,3689,Montello," $5,044,646.00 "," $1,297,997.90 "," $4,464,924.36 "," $719,045.63 "," $11,526,613.89 ",703
2020-21,3696,Monticello," $2,329,998.00 "," $539,308.42 "," $2,688,742.07 "," $306,306.71 "," $5,864,355.20 ",356
2020-21,3787,Mosinee," $10,624,019.00 "," $1,903,372.51 "," $15,542,096.94 "," $927,503.31 "," $28,996,991.76 ",2006
2020-21,3794,Mount Horeb Area," $13,996,644.00 "," $1,774,642.53 "," $17,444,296.49 "," $706,816.90 "," $33,922,399.92 ",2344
2020-21,3822,Mukwonago," $31,160,539.00 "," $3,925,785.27 "," $29,906,755.43 "," $2,819,346.72 "," $67,812,426.42 ",4687
2020-21,3857,Muskego-Norway," $32,134,901.00 "," $3,216,143.01 "," $29,753,831.67 "," $3,266,131.56 "," $68,371,007.24 ",5014
2020-21,3871,Necedah Area," $5,174,443.00 "," $1,698,577.44 "," $5,206,656.08 "," $393,952.77 "," $12,473,629.29 ",717
2020-21,3892,Neenah," $36,352,684.00 "," $6,509,909.07 "," $47,537,448.63 "," $7,611,079.95 "," $98,011,121.65 ",6919
2020-21,3899,Neillsville," $3,813,510.00 "," $1,830,803.24 "," $7,112,071.38 "," $613,215.98 "," $13,369,600.60 ",875
2020-21,3906,Nekoosa," $11,799,541.00 "," $1,600,209.11 "," $5,747,771.73 "," $378,509.22 "," $19,526,031.06 ",1094
2020-21,3920,New Auburn," $3,196,199.00 "," $468,643.77 "," $1,222,168.52 "," $116,540.87 "," $5,003,552.16 ",278
2020-21,3925,New Berlin," $45,742,523.00 "," $3,120,708.84 "," $14,195,014.01 "," $3,035,294.72 "," $66,093,540.57 ",4503
2020-21,3934,New Glarus," $6,255,622.00 "," $906,482.12 "," $7,881,302.12 "," $270,560.44 "," $15,313,966.68 ",914
2020-21,3941,New Holstein," $7,034,394.00 "," $1,485,970.52 "," $7,920,392.77 "," $828,139.22 "," $17,268,896.51 ",1135
2020-21,3948,New Lisbon," $3,518,886.00 "," $1,080,170.67 "," $4,780,467.15 "," $585,083.15 "," $9,964,606.97 ",609
2020-21,3955,New London," $9,470,052.00 "," $2,440,014.19 "," $18,927,443.44 "," $1,396,506.93 "," $32,234,016.56 ",2272
2020-21,3962,New Richmond," $16,894,688.00 "," $3,244,688.31 "," $30,273,963.79 "," $2,931,814.65 "," $53,345,154.75 ",3512
2020-21,3969,Niagara," $1,669,069.00 "," $723,600.43 "," $3,273,572.71 "," $188,001.26 "," $5,854,243.40 ",335
2020-21,2177,Nicolet UHS," $19,593,115.00 "," $800,553.19 "," $2,180,091.79 "," $1,455,563.65 "," $24,029,323.63 ",1071
2020-21,4690,North Cape," $1,575,556.00 "," $266,012.68 "," $1,167,929.80 "," $56,067.32 "," $3,065,565.80 ",193
2020-21,2016,North Crawford," $1,705,568.00 "," $1,366,232.14 "," $4,484,574.84 "," $249,059.37 "," $7,805,434.35 ",441
2020-21,3983,North Fond Du Lac," $5,653,971.00 "," $2,068,197.76 "," $13,020,284.26 "," $866,422.00 "," $21,608,875.02 ",1378
2020-21,3514,North Lake," $2,839,414.00 "," $169,894.49 "," $746,120.38 "," $182,673.34 "," $3,938,102.21 ",244
2020-21,616,North Lakeland," $2,888,505.00 "," $258,248.76 "," $631,419.44 "," $105,337.97 "," $3,883,511.17 ",133
2020-21,1945,Northern Ozaukee," $7,179,081.00 "," $633,360.26 "," $3,931,135.68 "," $1,087,487.74 "," $12,831,064.68 ",750
2020-21,1526,Northland Pines," $20,517,716.00 "," $2,047,854.30 "," $3,170,889.32 "," $606,120.97 "," $26,342,580.59 ",1287
2020-21,3654,Northwood," $3,698,921.00 "," $626,678.25 "," $755,837.24 "," $222,081.82 "," $5,303,518.31 ",323
2020-21,3990,Norwalk-Ontario-Wilton," $1,805,020.00 "," $1,684,272.86 "," $6,899,379.06 "," $276,352.98 "," $10,665,024.90 ",598
2020-21,4011,Norway J7," $850,558.00 "," $89,875.29 "," $417,933.77 "," $46,941.86 "," $1,405,308.92 ",86
2020-21,4018,Oak Creek-Franklin," $39,015,130.00 "," $7,323,948.86 "," $42,336,973.12 "," $2,474,431.97 "," $91,150,483.95 ",6224
2020-21,4025,Oakfield," $2,200,787.00 "," $651,188.87 "," $4,648,711.15 "," $1,010,089.99 "," $8,510,777.01 ",496
2020-21,4060,Oconomowoc Area," $58,078,869.70 "," $4,238,296.64 "," $17,713,588.90 "," $2,372,356.07 "," $82,403,111.31 ",5328
2020-21,4067,Oconto," $4,807,330.00 "," $2,172,605.66 "," $9,312,290.02 "," $1,283,520.79 "," $17,575,746.47 ",1033
2020-21,4074,Oconto Falls," $10,906,494.00 "," $1,653,142.10 "," $13,834,968.25 "," $864,293.29 "," $27,258,897.64 ",1690
2020-21,4088,Omro," $6,190,140.00 "," $1,661,087.90 "," $10,283,510.15 "," $734,747.36 "," $18,869,485.41 ",1241
2020-21,4095,Onalaska," $17,829,376.00 "," $2,456,942.89 "," $19,984,800.01 "," $1,202,877.93 "," $41,473,996.83 ",2765
2020-21,4137,Oostburg," $5,353,750.00 "," $724,683.79 "," $7,061,897.03 "," $988,209.07 "," $14,128,539.89 ",977
2020-21,4144,Oregon," $31,207,114.00 "," $3,234,211.43 "," $27,002,119.03 "," $1,616,607.94 "," $63,060,052.40 ",3834
2020-21,4165,Osceola," $8,864,614.00 "," $1,506,504.68 "," $12,382,454.79 "," $1,821,286.00 "," $24,574,859.47 ",1490
2020-21,4179,Oshkosh Area," $51,935,420.00 "," $11,982,257.04 "," $80,694,913.10 "," $7,837,400.04 "," $152,449,990.20 ",9693
2020-21,4186,Osseo-Fairchild," $4,748,490.00 "," $1,805,048.36 "," $7,984,909.77 "," $677,798.68 "," $15,216,246.81 ",838
2020-21,4207,Owen-Withee," $2,117,870.00 "," $1,039,345.35 "," $4,603,894.43 "," $396,162.60 "," $8,157,272.38 ",486
2020-21,4221,Palmyra-Eagle Area," $9,218,116.00 "," $634,666.75 "," $4,349,038.29 "," $506,117.04 "," $14,707,938.08 ",978
2020-21,4228,Pardeeville Area," $5,614,661.00 "," $1,030,277.54 "," $5,695,021.87 "," $107,014.83 "," $12,446,975.24 ",856
2020-21,4235,Paris J1," $1,695,618.00 "," $215,378.34 "," $420,289.64 "," $134,290.63 "," $2,465,576.61 ",167
2020-21,4151,Parkview," $5,190,198.00 "," $1,312,133.25 "," $6,499,245.94 "," $333,625.94 "," $13,335,203.13 ",854
2020-21,490,Pecatonica Area," $3,006,675.00 "," $637,620.52 "," $3,517,244.86 "," $192,783.81 "," $7,354,324.19 ",427
2020-21,4270,Pepin Area," $3,167,624.00 "," $495,047.40 "," $1,136,818.10 "," $213,982.26 "," $5,013,471.76 ",237
2020-21,4305,Peshtigo," $3,502,538.00 "," $1,432,265.39 "," $9,107,963.12 "," $494,479.31 "," $14,537,245.82 ",993
2020-21,4312,Pewaukee," $28,586,570.00 "," $1,860,546.55 "," $10,437,632.87 "," $1,144,298.95 "," $42,029,048.37 ",2722
2020-21,4330,Phelps," $2,995,620.00 "," $266,491.09 "," $362,967.62 "," $273,213.37 "," $3,898,292.08 ",104
2020-21,4347,Phillips," $5,208,898.67 "," $1,203,903.47 "," $4,933,967.40 "," $596,955.26 "," $11,943,724.80 ",746
2020-21,4368,Pittsville," $3,192,068.00 "," $995,281.00 "," $4,767,767.81 "," $656,404.39 "," $9,611,521.20 ",542
2020-21,4389,Platteville," $8,703,044.00 "," $2,310,102.69 "," $11,094,044.13 "," $662,735.55 "," $22,769,926.37 ",1542
2020-21,4459,Plum City," $1,787,647.00 "," $341,585.01 "," $2,080,159.46 "," $273,000.38 "," $4,482,391.85 ",256
2020-21,4473,Plymouth," $13,093,247.29 "," $2,108,010.51 "," $15,798,928.12 "," $1,237,388.41 "," $32,237,574.33 ",2161
2020-21,4508,Port Edwards," $2,045,983.00 "," $722,863.22 "," $4,292,448.47 "," $168,690.00 "," $7,229,984.69 ",426
2020-21,4515,Port Washington-Saukville," $17,165,941.00 "," $1,957,206.15 "," $18,521,141.29 "," $1,248,546.14 "," $38,892,834.58 ",2543
2020-21,4501,Portage Community," $11,944,526.00 "," $2,081,180.14 "," $16,924,079.79 "," $929,459.13 "," $31,879,245.06 ",2141
2020-21,4529,Potosi," $2,187,875.00 "," $514,163.25 "," $3,045,511.45 "," $245,347.21 "," $5,992,896.91 ",294
2020-21,4536,Poynette," $7,627,034.00 "," $711,838.01 "," $6,767,780.95 "," $655,520.36 "," $15,762,173.32 ",1045
2020-21,4543,Prairie Du Chien Area," $6,150,393.00 "," $1,831,053.41 "," $9,391,474.65 "," $644,448.06 "," $18,017,369.12 ",985
2020-21,4557,Prairie Farm," $1,381,379.00 "," $452,377.50 "," $3,146,015.53 "," $175,595.11 "," $5,155,367.14 ",311
2020-21,4571,Prentice," $2,883,759.00 "," $564,537.86 "," $2,876,564.91 "," $113,830.54 "," $6,438,692.31 ",358
2020-21,4578,Prescott," $9,582,245.00 "," $778,720.66 "," $10,419,242.13 "," $563,491.11 "," $21,343,698.90 ",1360
2020-21,4606,Princeton," $3,426,662.00 "," $420,940.84 "," $1,774,910.70 "," $192,795.33 "," $5,815,308.87 ",359
2020-21,4613,Pulaski Community," $15,549,602.00 "," $3,553,454.82 "," $32,258,931.29 "," $1,274,440.30 "," $52,636,428.41 ",3847
2020-21,4620,Racine," $100,256,013.00 "," $31,693,917.01 "," $192,341,436.70 "," $5,904,018.92 "," $330,195,385.60 ",20822
2020-21,4627,Randall J1," $6,048,768.00 "," $450,348.84 "," $3,064,291.09 "," $90,081.24 "," $9,653,489.17 ",575
2020-21,4634,Randolph," $3,151,769.00 "," $673,321.48 "," $5,281,171.53 "," $547,631.79 "," $9,653,893.80 ",528
2020-21,4641,Random Lake," $6,053,085.00 "," $1,044,221.80 "," $5,136,006.74 "," $1,064,830.02 "," $13,298,143.56 ",786
2020-21,4686,Raymond #14," $4,142,237.00 "," $214,303.74 "," $1,647,169.98 "," $101,614.00 "," $6,105,324.72 ",320
2020-21,4753,Reedsburg," $12,603,540.00 "," $3,734,684.94 "," $23,375,198.13 "," $807,791.99 "," $40,521,215.06 ",2656
2020-21,4760,Reedsville," $4,253,589.00 "," $1,053,968.31 "," $5,461,118.50 "," $473,363.05 "," $11,242,038.86 ",641
2020-21,4781,Rhinelander," $24,236,267.00 "," $3,669,758.05 "," $10,456,643.13 "," $926,834.64 "," $39,289,502.82 ",2349
2020-21,4795,Rib Lake," $2,338,293.00 "," $663,938.01 "," $4,029,943.65 "," $256,112.77 "," $7,288,287.43 ",481
2020-21,4802,Rice Lake Area," $18,265,541.56 "," $3,668,270.69 "," $15,641,177.94 "," $1,063,774.21 "," $38,638,764.40 ",2213
2020-21,4851,Richland," $5,674,467.00 "," $2,639,591.63 "," $12,164,475.45 "," $753,330.54 "," $21,231,864.62 ",1333
2020-21,3122,Richmond," $2,227,207.00 "," $282,822.63 "," $2,732,793.70 "," $209,486.92 "," $5,452,310.25 ",388
2020-21,4865,Rio Community," $2,935,510.00 "," $434,750.18 "," $3,334,658.01 "," $268,832.64 "," $6,973,750.83 ",404
2020-21,4872,Ripon Area," $6,425,050.83 "," $2,013,499.91 "," $14,137,416.43 "," $518,819.04 "," $23,094,786.21 ",1576
2020-21,4893,River Falls," $20,340,078.00 "," $2,861,505.83 "," $23,697,777.69 "," $1,363,953.94 "," $48,263,315.46 ",3360
2020-21,4904,River Ridge," $2,885,585.00 "," $901,739.56 "," $5,458,899.10 "," $556,416.31 "," $9,802,639.97 ",541
2020-21,5523,River Valley," $9,792,485.00 "," $1,125,310.09 "," $8,012,343.07 "," $318,444.53 "," $19,248,582.69 ",1192
2020-21,3850,Riverdale," $3,169,746.00 "," $1,092,858.34 "," $6,720,102.98 "," $1,535,018.44 "," $12,517,725.76 ",683
2020-21,4956,Rosendale-Brandon," $3,558,501.00 "," $843,706.65 "," $7,371,133.28 "," $111,863.75 "," $11,885,204.68 ",846
2020-21,4963,Rosholt," $3,877,957.00 "," $577,564.06 "," $3,379,916.85 "," $267,916.18 "," $8,103,354.09 ",519
2020-21,1673,Royall," $2,063,657.00 "," $1,337,153.47 "," $5,893,610.79 "," $700,987.56 "," $9,995,408.82 ",557
2020-21,2422,Saint Croix Central," $8,409,398.00 "," $1,138,906.09 "," $14,420,424.03 "," $1,038,078.38 "," $25,006,806.50 ",1638
2020-21,5019,Saint Croix Falls," $8,001,169.00 "," $1,345,969.20 "," $8,091,826.59 "," $1,294,893.70 "," $18,733,858.49 ",1122
2020-21,5026,Saint Francis," $7,738,654.00 "," $967,629.70 "," $5,356,280.17 "," $363,294.61 "," $14,425,858.48 ",797
2020-21,5068,Salem," $7,390,194.00 "," $1,125,258.87 "," $8,725,296.53 "," $61,554.67 "," $17,302,304.07 ",1058
2020-21,5100,Sauk Prairie," $21,381,446.00 "," $2,533,950.50 "," $16,705,517.58 "," $1,453,574.08 "," $42,074,488.16 ",2576
2020-21,5124,Seneca," $1,448,266.00 "," $584,723.13 "," $2,133,649.32 "," $295,149.66 "," $4,461,788.11 ",232
2020-21,5130,Sevastopol," $10,115,141.00 "," $820,122.48 "," $1,164,650.65 "," $288,051.21 "," $12,387,965.34 ",536
2020-21,5138,Seymour Community," $8,295,654.00 "," $2,699,254.18 "," $20,216,764.92 "," $862,913.43 "," $32,074,586.53 ",2109
2020-21,5258,Sharon J11," $1,173,164.00 "," $670,130.56 "," $2,560,008.26 "," $325,786.45 "," $4,729,089.27 ",218
2020-21,5264,Shawano," $13,978,586.00 "," $4,012,454.26 "," $20,186,790.98 "," $1,043,049.30 "," $39,220,880.54 ",2363
2020-21,5271,Sheboygan Area," $37,534,432.00 "," $14,338,534.90 "," $95,089,006.65 "," $3,332,319.78 "," $150,294,293.30 ",10128
2020-21,5278,Sheboygan Falls," $9,661,533.00 "," $1,834,117.76 "," $12,447,042.92 "," $848,787.91 "," $24,791,481.59 ",1664
2020-21,5306,Shell Lake," $4,655,603.00 "," $934,922.97 "," $4,656,297.70 "," $252,434.83 "," $10,499,258.50 ",551
2020-21,5348,Shiocton," $3,550,544.00 "," $877,540.00 "," $6,241,713.27 "," $677,288.50 "," $11,347,085.77 ",721
2020-21,5355,Shorewood," $22,284,348.00 "," $1,244,548.52 "," $8,516,074.78 "," $1,706,423.80 "," $33,751,395.10 ",1736
2020-21,5362,Shullsburg," $1,353,689.00 "," $562,220.28 "," $3,253,640.52 "," $178,674.76 "," $5,348,224.56 ",330
2020-21,5369,Silver Lake J1," $2,380,580.00 "," $498,578.47 "," $3,106,806.14 "," $85,878.85 "," $6,071,843.46 ",424
2020-21,5376,Siren," $5,471,851.00 "," $1,119,826.89 "," $2,033,155.23 "," $153,401.90 "," $8,778,235.02 ",438
2020-21,5390,Slinger," $17,174,759.00 "," $2,398,360.76 "," $17,556,041.79 "," $1,567,649.60 "," $38,696,811.15 ",2828
2020-21,5397,Solon Springs," $2,527,941.00 "," $398,279.88 "," $2,028,064.17 "," $159,973.52 "," $5,114,258.57 ",316
2020-21,5432,Somerset," $8,960,530.00 "," $1,187,861.40 "," $11,705,718.32 "," $778,727.92 "," $22,632,837.64 ",1475
2020-21,5439,South Milwaukee," $14,076,174.00 "," $3,782,484.81 "," $27,855,926.93 "," $842,540.66 "," $46,557,126.40 ",2842
2020-21,4522,South Shore," $3,536,532.00 "," $267,417.98 "," $730,237.81 "," $165,779.63 "," $4,699,967.42 ",186
2020-21,5457,Southern Door County," $10,611,555.00 "," $1,349,060.31 "," $3,894,676.18 "," $389,226.35 "," $16,244,517.84 ",1049
2020-21,2485,Southwestern Wisconsin," $3,559,253.00 "," $704,880.16 "," $4,781,619.79 "," $657,522.07 "," $9,703,275.02 ",525
2020-21,5460,Sparta Area," $11,946,212.00 "," $5,031,595.95 "," $28,146,814.37 "," $3,388,855.11 "," $48,513,477.43 ",3162
2020-21,5467,Spencer," $3,475,679.00 "," $738,201.23 "," $6,857,624.92 "," $411,770.21 "," $11,483,275.36 ",666
2020-21,5474,Spooner," $16,768,987.00 "," $2,200,942.23 "," $2,793,821.34 "," $601,917.86 "," $22,365,668.43 ",1185
2020-21,5586,Spring Valley," $3,628,145.00 "," $795,058.17 "," $6,397,808.90 "," $1,108,140.73 "," $11,929,152.80 ",708
2020-21,5593,Stanley-Boyd Area," $2,874,679.00 "," $1,591,812.10 "," $10,475,519.84 "," $993,264.39 "," $15,935,275.33 ",1078
2020-21,5607,Stevens Point Area," $40,507,662.00 "," $10,217,741.66 "," $53,955,936.97 "," $4,885,416.71 "," $109,566,757.30 ",7264
2020-21,5614,Stockbridge," $2,083,449.00 "," $181,038.94 "," $1,176,195.88 "," $190,177.94 "," $3,630,861.76 ",241
2020-21,3542,Stone Bank School District," $3,512,629.00 "," $291,839.18 "," $415,425.37 "," $125,800.14 "," $4,345,693.69 ",275
2020-21,5621,Stoughton Area," $25,590,898.00 "," $2,584,531.76 "," $16,834,602.41 "," $1,046,003.15 "," $46,056,035.32 ",2834
2020-21,5628,Stratford," $3,536,859.00 "," $595,400.82 "," $7,973,219.02 "," $888,871.36 "," $12,994,350.20 ",860
2020-21,5642,Sturgeon Bay," $10,802,338.83 "," $1,453,430.36 "," $6,513,663.56 "," $910,493.28 "," $19,679,926.03 ",1105
2020-21,5656,Sun Prairie Area," $71,753,551.00 "," $6,253,172.34 "," $63,917,926.63 "," $1,597,327.59 "," $143,521,977.60 ",8428
2020-21,5663,Superior," $22,694,224.00 "," $6,360,410.01 "," $39,842,320.51 "," $1,089,644.28 "," $69,986,598.80 ",4293
2020-21,5670,Suring," $4,724,917.00 "," $678,342.63 "," $1,176,498.85 "," $374,050.85 "," $6,953,809.33 ",367
2020-21,3510,Swallow," $5,106,478.00 "," $327,908.14 "," $719,146.67 "," $236,295.26 "," $6,389,828.07 ",408
2020-21,5726,Thorp," $2,221,713.00 "," $1,270,495.68 "," $5,586,361.91 "," $222,838.10 "," $9,301,408.69 ",554
2020-21,5733,Three Lakes," $8,722,290.00 "," $713,282.26 "," $1,413,310.91 "," $1,141,168.86 "," $11,990,052.03 ",507
2020-21,5740,Tigerton," $1,514,964.00 "," $670,510.41 "," $2,074,093.98 "," $1,002,826.01 "," $5,262,394.40 ",253
2020-21,5747,Tomah Area," $12,983,396.00 "," $4,898,848.39 "," $24,601,213.01 "," $1,276,019.10 "," $43,759,476.50 ",3119
2020-21,5754,Tomahawk," $14,347,832.00 "," $1,479,064.13 "," $3,237,891.56 "," $914,731.69 "," $19,979,519.38 ",1103
2020-21,126,Tomorrow River," $4,167,809.26 "," $906,117.39 "," $7,876,709.35 "," $754,139.26 "," $13,704,775.26 ",908
2020-21,5780,Trevor-Wilmot Consolidated," $3,441,125.00 "," $657,597.34 "," $4,337,350.57 "," $364,804.18 "," $8,800,877.09 ",443
2020-21,4375,Tri-County Area," $2,623,854.00 "," $1,259,178.66 "," $5,105,217.23 "," $158,702.96 "," $9,146,952.85 ",607
2020-21,5810,Turtle Lake," $5,049,169.00 "," $834,616.80 "," $1,853,534.22 "," $248,230.69 "," $7,985,550.71 ",487
2020-21,5817,Twin Lakes #4," $4,779,429.00 "," $464,378.40 "," $1,761,189.51 "," $51,948.22 "," $7,056,945.13 ",384
2020-21,5824,Two Rivers," $5,247,208.00 "," $2,119,684.24 "," $16,699,283.52 "," $925,874.95 "," $24,992,050.71 ",1689
2020-21,5859,Union Grove J1," $3,595,750.00 "," $590,933.68 "," $5,507,036.61 "," $304,642.54 "," $9,998,362.83 ",560
2020-21,5852,Union Grove UHS," $5,315,310.00 "," $560,383.35 "," $5,119,020.66 "," $1,000,724.36 "," $11,995,438.37 ",709
2020-21,238,Unity," $10,772,713.00 "," $1,723,817.02 "," $4,210,943.26 "," $579,017.98 "," $17,286,491.26 ",1013
2020-21,5866,Valders Area," $5,423,514.00 "," $901,248.79 "," $6,950,347.88 "," $705,438.53 "," $13,980,549.20 ",918
2020-21,5901,Verona Area," $65,267,459.00 "," $3,748,002.80 "," $27,816,475.27 "," $2,411,559.68 "," $99,243,496.75 ",5687
2020-21,5985,Viroqua Area," $5,326,525.00 "," $2,899,221.93 "," $9,115,208.89 "," $900,649.48 "," $18,241,605.30 ",1065
2020-21,5992,Wabeno Area," $5,667,588.00 "," $1,320,155.54 "," $1,209,166.39 "," $564,262.11 "," $8,761,172.04 ",374
2020-21,6022,Walworth J1," $2,970,153.00 "," $628,201.16 "," $2,936,675.97 "," $45,057.55 "," $6,580,087.68 ",417
2020-21,6027,Washburn," $2,753,289.00 "," $1,500,266.48 "," $4,073,645.78 "," $594,996.56 "," $8,922,197.82 ",505
2020-21,6069,Washington," $1,490,931.00 "," $75,115.60 "," $174,374.33 "," $108,190.68 "," $1,848,611.61 ",58
2020-21,6104,Washington-Caldwell," $1,418,631.00 "," $288,323.37 "," $714,036.20 "," $42,246.08 "," $2,463,236.65 ",163
2020-21,6113,Waterford Graded," $11,347,085.00 "," $1,761,263.21 "," $9,108,228.39 "," $239,379.87 "," $22,455,956.47 ",1336
2020-21,6083,Waterford UHS," $8,586,570.00 "," $453,074.05 "," $7,782,314.85 "," $1,391,724.42 "," $18,213,683.32 ",1035
2020-21,6118,Waterloo," $4,538,584.00 "," $733,465.16 "," $6,526,175.84 "," $505,190.88 "," $12,303,415.88 ",800
2020-21,6125,Watertown," $20,702,182.00 "," $4,736,735.19 "," $29,808,131.07 "," $1,577,132.56 "," $56,824,180.82 ",3703
