School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,308,  NA,Cooperative Ed Serv Agcy 11,Barron Area,68.9,Meets Expectations,K4,12,NA,"1,194",0.50%,0.70%,13.60%,7.00%,0.20%,74.80%,3.40%,15.10%,55.90%,14.30%,1.40%,4.80%,52.5,28.2,24.3,62.2,29.2,33,70.6,18,19.9,13.2,19.5,32.7,84.8,36.7,37.5,6.1,4.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,98.60%,99.20%,98.80%,Lowest Subgroup Rate: SwD,95.90%,96.60%,97.60%,96.60%,11.10%,38.90%,25.00%,25.00%,0.457,0.502,0.284,0.424,0.386,0.425,0.267,0.405,0.384,0.434,0.255,0.405,0.371,0.423,0.308,0.418,0.321,0.406,0.289,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Advanced Learning Academy of Wisconsin.,,K-12,11,Rural,Barron,Public school district,N,N
2018-19,441,  NA,Cooperative Ed Serv Agcy 11,Birchwood,73.5,Exceeds Expectations,K4,12,NA,281,1.80%,0.40%,0.70%,4.30%,0.00%,88.60%,4.30%,17.40%,52.30%,0.00%,1.10%,6.40%,60.1,30.3,29.8,63.2,30.2,33,80.9,39.4,41.5,NA,NA,NA,88.2,NA,74.9,6.9,6.4,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,98.70%,98.40%,98.70%,Lowest Subgroup Rate: SwD,92.30%,95.30%,92.30%,95.30%,13.50%,36.50%,25.00%,25.00%,0.41,0.502,0.32,0.424,0.374,0.425,0.278,0.405,0.395,0.434,0.374,0.405,0.405,0.423,0.384,0.418,0.372,0.406,0.367,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Bobcat Virtual Academy.,,K-12,11,Rural,Birchwood,Public school district,N,N
2018-19,637,  NA,Cooperative Ed Serv Agcy 11,Boyceville Community,72.9,Meets Expectations^,K4,12,NA,712,0.00%,0.30%,0.70%,2.80%,0.00%,93.80%,2.40%,18.00%,43.70%,0.30%,0.00%,3.20%,69.5,34.1,35.4,61.3,30.2,31.1,71.8,23.1,20.8,27.9,NA,27.9,91.1,38.4,37.8,7.9,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.00%,98.30%,98.00%,Lowest Subgroup Rate: SwD,92.50%,93.10%,92.50%,93.50%,19.20%,30.80%,25.00%,25.00%,0.483,0.502,0.444,0.424,0.393,0.425,0.435,0.405,0.447,0.434,0.5,0.405,0.442,0.423,0.523,0.418,0.451,0.406,0.465,0.41,NA,NA,^Outlier change in score from last year (see below),NA,,,K-12,11,Rural,Boyceville,Public school district,N,N
2018-19,903,  NA,Cooperative Ed Serv Agcy 11,Cameron,73,Exceeds Expectations,K4,12,NA,"1,057",1.20%,0.30%,1.40%,2.60%,0.00%,92.90%,1.50%,11.00%,44.60%,0.20%,0.30%,3.50%,66.1,33,33.1,65.1,29.2,35.9,74.4,38.4,36,NA,NA,NA,86.5,35.1,37.5,6.6,7.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.30%,99.10%,99.30%,Lowest Subgroup Rate: SwD,95.10%,96.70%,95.10%,96.70%,18.60%,31.40%,25.00%,25.00%,0.525,0.502,0.382,0.424,0.433,0.425,0.439,0.405,0.488,0.434,0.442,0.405,0.44,0.423,0.474,0.418,0.403,0.406,0.438,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Cameron Academy of Virtual Education.,,K-12,11,Rural,Cameron,Public school district,N,N
2018-19,1080,  NA,Cooperative Ed Serv Agcy 11,Chetek-Weyerhaeuser Area,78.1,Exceeds Expectations,K4,12,NA,941,1.30%,0.90%,1.30%,1.90%,0.00%,91.30%,3.40%,11.10%,49.40%,0.10%,1.00%,5.50%,71.5,35.8,35.7,67,35.9,31.1,86,20.8,15.2,25,25,50,89.5,38.8,37.6,6.6,6.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.60%,99.70%,99.70%,Lowest Subgroup Rate: Econ Disadv,99.70%,99.40%,99.70%,99.50%,15.40%,34.60%,25.00%,25.00%,0.497,0.502,0.539,0.424,0.454,0.425,0.486,0.405,0.514,0.434,0.527,0.405,0.491,0.423,0.473,0.418,0.474,0.406,0.474,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Link2Learn Virtual Charter School.,,K-12,11,NA,Chetek,Public school district,N,N
2018-19,1120,  NA,Cooperative Ed Serv Agcy 11,Clayton,67.8,Meets Expectations,K4,12,NA,344,0.00%,0.30%,0.60%,0.00%,0.00%,97.10%,2.00%,16.60%,57.00%,0.00%,0.00%,5.20%,50.8,26,24.8,65.1,33,32.1,63.6,31.7,31.9,NA,NA,NA,83.4,37.6,37.8,4.3,3.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.40%,98.00%,97.40%,98.00%,Lowest Subgroup Rate: SwD,89.50%,91.50%,89.50%,91.50%,10.30%,39.70%,25.00%,25.00%,0.465,0.502,0.352,0.424,0.382,0.425,0.324,0.405,0.292,0.434,0.317,0.405,0.27,0.423,0.262,0.418,0.276,0.406,0.29,0.41,NA,NA,,NA,,,K-12,11,Rural,Clayton,Public school district,N,N
2018-19,1127,  NA,Cooperative Ed Serv Agcy 11,Clear Lake,70.1,Meets Expectations,K4,12,NA,597,0.80%,0.20%,0.20%,3.50%,0.00%,92.80%,2.50%,12.40%,39.40%,1.00%,0.00%,2.60%,57.9,30.6,27.3,63.2,35.9,27.3,71.1,36.7,34.4,NA,NA,NA,87.6,38.4,37.9,5.4,5.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,99.40%,98.80%,99.40%,Lowest Subgroup Rate: SwD,96.60%,98.70%,96.60%,98.70%,22.10%,27.90%,25.00%,25.00%,0.469,0.502,0.344,0.424,0.359,0.425,0.366,0.405,0.401,0.434,0.353,0.405,0.39,0.423,0.336,0.418,0.389,0.406,0.312,0.41,NA,NA,,NA,,,K-12,11,Rural,Clear Lake,Public school district,N,N
2018-19,1176,  NA,Cooperative Ed Serv Agcy 11,Colfax,78.9,Exceeds Expectations,K4,12,NA,800,1.10%,1.00%,1.50%,1.90%,0.00%,94.10%,0.40%,14.80%,46.90%,0.50%,0.00%,2.40%,60.4,30.7,29.7,72.7,32.1,40.6,90.2,45.1,45.1,NA,NA,NA,88.5,37.8,37.5,7.8,5.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.60%,99.10%,99.70%,Lowest Subgroup Rate: Econ Disadv,98.40%,99.50%,98.80%,99.60%,17.10%,32.90%,25.00%,25.00%,0.437,0.502,0.312,0.424,0.309,0.425,0.294,0.405,0.369,0.434,0.304,0.405,0.435,0.423,0.399,0.418,0.385,0.406,0.442,0.41,NA,NA,,NA,,,K-12,11,Rural,Colfax,Public school district,N,N
2018-19,1260,  NA,Cooperative Ed Serv Agcy 11,Cumberland,74.6,Exceeds Expectations,K4,12,NA,971,5.00%,0.30%,0.30%,8.00%,0.10%,84.70%,1.50%,18.80%,43.50%,5.50%,0.70%,4.80%,60.8,29.1,31.7,63.1,28.2,34.9,86.7,17.1,19.6,25,25,50,87.3,38.2,37.6,5.5,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.10%,99.10%,99.20%,Lowest Subgroup Rate: SwD,96.60%,98.10%,96.60%,98.10%,19.30%,30.70%,25.00%,25.00%,0.496,0.502,0.423,0.424,0.376,0.425,0.389,0.405,0.382,0.434,0.432,0.405,0.38,0.423,0.438,0.418,0.345,0.406,0.426,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Island City Virtual Academy.,,K-12,11,Rural,Cumberland,Public school district,N,N
2018-19,1499,  NA,Cooperative Ed Serv Agcy 11,Durand-Arkansaw,79.7,Exceeds Expectations,K4,12,NA,959,0.90%,0.40%,0.80%,4.40%,0.00%,92.00%,1.50%,12.90%,37.20%,2.70%,0.00%,4.00%,69.5,34.8,34.7,73.6,36.8,36.8,88.6,19.2,19.4,NA,50,50,86.8,37.6,37.4,6.9,4.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,50,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.70%,99.30%,99.70%,Lowest Subgroup Rate: EL,96.20%,98.40%,96.20%,98.40%,23.50%,26.50%,25.00%,25.00%,0.522,0.502,0.487,0.424,0.428,0.425,0.497,0.405,0.459,0.434,0.446,0.405,0.5,0.423,0.513,0.418,0.465,0.406,0.479,0.41,NA,NA,,NA,,,K-12,11,Rural,Durand,Public school district,N,N
2018-19,1645,  NA,Cooperative Ed Serv Agcy 11,Elk Mound Area,79.9,Exceeds Expectations,K4,12,NA,"1,202",0.20%,4.40%,1.40%,3.50%,0.20%,88.90%,1.30%,9.10%,33.40%,2.60%,0.00%,2.90%,71.7,35.3,36.4,74.6,35.9,38.7,84.3,38.1,46.2,NA,NA,NA,89.3,39.1,38.1,6.4,5.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.20%,97.90%,97.30%,98.00%,Lowest Subgroup Rate: SwD,91.30%,93.40%,91.30%,93.40%,26.10%,23.90%,25.00%,25.00%,0.57,0.502,0.446,0.424,0.496,0.425,0.436,0.405,0.472,0.434,0.481,0.405,0.503,0.423,0.525,0.418,0.459,0.406,0.518,0.41,NA,NA,,NA,,,K-12,11,Rural,Elk Mound,Public school district,N,N
2018-19,1659,  NA,Cooperative Ed Serv Agcy 11,Ellsworth Community,74.8,Exceeds Expectations,K4,12,NA,"1,662",0.20%,0.10%,0.50%,3.20%,0.00%,93.20%,2.80%,13.60%,28.00%,0.50%,0.00%,3.80%,73.2,37.8,35.4,67,33,34,67.3,19.3,20.8,15.2,12,27.2,90.6,37.8,37.8,7.7,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,99.00%,98.80%,99.00%,Lowest Subgroup Rate: Hispanic,93.90%,96.10%,93.90%,96.10%,29.70%,20.30%,25.00%,25.00%,0.558,0.502,0.408,0.424,0.508,0.425,0.462,0.405,0.56,0.434,0.489,0.405,0.521,0.423,0.518,0.418,0.509,0.406,0.474,0.41,NA,NA,,NA,,,K-12,11,NA,Ellsworth,Public school district,N,N
2018-19,1666,  NA,Cooperative Ed Serv Agcy 11,Elmwood,71.1,Meets Expectations,K4,12,NA,312,0.30%,0.00%,0.60%,4.20%,0.00%,92.90%,1.90%,10.90%,38.80%,2.20%,0.00%,1.90%,61.5,32.4,29.1,66,34.9,31.1,67,35.8,31.2,NA,NA,NA,89.3,38.7,38.1,8.1,4.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.70%,100%,99.70%,Lowest Subgroup Rate: White,100%,99.60%,100%,99.60%,22.50%,27.50%,25.00%,25.00%,0.411,0.502,0.28,0.424,0.384,0.425,0.306,0.405,0.472,0.434,0.385,0.405,0.378,0.423,0.383,0.418,0.434,0.406,0.388,0.41,NA,NA,,NA,,,K-12,11,Rural,Elmwood,Public school district,N,N
2018-19,1939,  NA,Cooperative Ed Serv Agcy 11,Frederic,64.1,Meets Expectations,K4,12,NA,438,1.40%,0.70%,1.80%,0.90%,0.00%,90.40%,4.80%,11.20%,56.40%,0.70%,0.00%,4.60%,59.2,30.4,28.8,50.9,24.5,26.4,65.3,31.7,33.6,NA,NA,NA,85.6,37.2,37.4,6.1,4.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.20%,98.70%,98.20%,98.70%,Lowest Subgroup Rate: SwD,95.60%,95.30%,95.60%,95.30%,10.70%,39.30%,25.00%,25.00%,0.459,0.502,0.375,0.424,0.384,0.425,0.317,0.405,0.412,0.434,0.42,0.405,0.396,0.423,0.381,0.418,0.368,0.406,0.338,0.41,NA,NA,,NA,,,K-12,11,Rural,Frederic,Public school district,N,N
2018-19,2198,  NA,Cooperative Ed Serv Agcy 11,Glenwood City,75.2,Exceeds Expectations,K4,12,NA,687,0.30%,1.00%,1.00%,4.40%,0.00%,90.50%,2.80%,15.30%,38.00%,1.70%,0.00%,3.80%,70.2,35.4,34.8,73.7,35.9,37.8,68.2,34.1,34.1,NA,NA,NA,88.6,38.2,37.7,6.4,6.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.70%,99.30%,99.60%,Lowest Subgroup Rate: SwD,97.20%,98.50%,97.20%,98.50%,23.00%,27.00%,25.00%,25.00%,0.555,0.502,0.468,0.424,0.525,0.425,0.488,0.405,0.491,0.434,0.489,0.405,0.503,0.423,0.501,0.418,0.457,0.406,0.469,0.41,NA,NA,,NA,,,K-12,11,Rural,Glenwood City,Public school district,N,N
2018-19,2233,  NA,Cooperative Ed Serv Agcy 11,Grantsburg,71.7,Meets Expectations,K4,12,NA,874,1.10%,0.30%,1.10%,2.90%,0.00%,86.50%,8.00%,17.60%,39.10%,0.30%,0.60%,3.20%,66.5,33.8,32.7,62.2,31.1,31.1,70.8,16,14.9,14.9,25,39.9,87.6,37.5,37.3,6.7,6.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.40%,99.70%,99.60%,Lowest Subgroup Rate: SwD,97.10%,98.40%,99.00%,99.30%,22.30%,27.70%,25.00%,25.00%,0.574,0.502,0.463,0.424,0.487,0.425,0.375,0.405,0.514,0.434,0.448,0.405,0.42,0.423,0.452,0.418,0.443,0.406,0.442,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: iForward.,,K-12,11,Rural,Grantsburg,Public school district,N,N
2018-19,2611,  NA,Cooperative Ed Serv Agcy 11,Hudson,83.9,Significantly Exceeds Expectations,K4,12,NA,"5,614",0.20%,1.70%,1.20%,3.80%,0.00%,89.20%,3.80%,13.10%,15.20%,1.10%,0.10%,2.20%,78.7,39,39.7,78.4,39.7,38.7,87.3,18.4,18.9,25,25,50,90.9,38.8,37.5,7.9,6.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.20%,98.70%,98.20%,98.60%,Lowest Subgroup Rate: EL,93.80%,94.80%,95.40%,95.40%,38.20%,11.80%,25.00%,25.00%,0.633,0.502,0.583,0.424,0.549,0.425,0.557,0.405,0.539,0.434,0.545,0.405,0.558,0.423,0.598,0.418,0.566,0.406,0.582,0.41,NA,NA,,NA,,,K-12,11,NA,Hudson,Public school district,N,N
2018-19,3213,  NA,Cooperative Ed Serv Agcy 11,Luck,68.7,Meets Expectations,K4,12,NA,438,0.70%,0.50%,0.00%,3.70%,0.00%,90.90%,4.30%,11.60%,49.80%,0.00%,0.00%,5.10%,54.6,28.6,26,61.3,29.2,32.1,68,33.6,34.4,NA,NA,NA,88.3,39.5,37.9,6.8,4.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.40%,99.70%,99.30%,Lowest Subgroup Rate: White,99.60%,99.50%,99.60%,99.50%,15.10%,34.90%,25.00%,25.00%,0.474,0.502,0.261,0.424,0.355,0.425,0.22,0.405,0.348,0.434,0.294,0.405,0.38,0.423,0.288,0.418,0.314,0.406,0.314,0.41,NA,NA,,NA,,,K-12,11,Rural,Luck,Public school district,N,N
2018-19,3444,  NA,Cooperative Ed Serv Agcy 11,Menomonie Area,71.1,Meets Expectations,K4,12,NA,"3,426",0.30%,8.10%,1.80%,3.10%,0.20%,82.00%,4.60%,14.40%,39.30%,4.50%,0.40%,4.30%,61.6,30.9,30.7,58.4,30.2,28.2,78.5,19.4,18.7,15.4,25,40.4,86.2,38.2,36.5,5.4,6.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.40%,98.00%,97.30%,98.00%,Lowest Subgroup Rate: SwD,93.00%,94.40%,93.00%,94.30%,22.10%,27.90%,25.00%,25.00%,0.484,0.502,0.404,0.424,0.389,0.425,0.407,0.405,0.44,0.434,0.412,0.405,0.395,0.423,0.418,0.418,0.372,0.406,0.404,0.41,NA,NA,,NA,,,K-12,11,Rural,Menomonie,Public school district,N,N
2018-19,3962,  NA,Cooperative Ed Serv Agcy 11,New Richmond,77.9,Exceeds Expectations,K4,12,NA,"3,441",0.30%,0.80%,1.50%,4.00%,0.10%,90.30%,3.00%,13.90%,26.20%,0.60%,0.00%,2.90%,81.1,38.7,42.4,67,32.1,34.9,68.6,17.2,18,13.6,19.8,33.4,91.6,38,37.4,7.4,8.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.30%,99.30%,99.20%,Lowest Subgroup Rate: SwD,96.60%,97.40%,96.60%,97.40%,30.90%,19.10%,25.00%,25.00%,0.626,0.502,0.577,0.424,0.548,0.425,0.605,0.405,0.579,0.434,0.619,0.405,0.553,0.423,0.638,0.418,0.54,0.406,0.625,0.41,NA,NA,,NA,,,K-12,11,NA,New Richmond,Public school district,N,N
2018-19,4165,  NA,Cooperative Ed Serv Agcy 11,Osceola,82,Exceeds Expectations,K4,12,NA,"1,692",0.00%,0.70%,0.10%,3.40%,0.00%,92.30%,3.50%,11.30%,27.60%,0.90%,0.00%,1.50%,79.2,38.3,40.9,69.8,33,36.8,83.2,17.1,16.1,50,NA,50,94.1,39.6,38,7.6,8.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.40%,99.40%,99.40%,Lowest Subgroup Rate: SwD,96.60%,96.90%,96.60%,96.90%,29.90%,20.10%,25.00%,25.00%,0.614,0.502,0.548,0.424,0.516,0.425,0.569,0.405,0.57,0.434,0.609,0.405,0.544,0.423,0.579,0.418,0.539,0.406,0.604,0.41,NA,NA,,NA,,,K-12,11,NA,Osceola,Public school district,N,N
2018-19,4270,  NA,Cooperative Ed Serv Agcy 11,Pepin Area,77.4,Exceeds Expectations,K4,12,NA,225,0.00%,0.00%,0.00%,0.90%,0.00%,97.80%,1.30%,16.40%,19.10%,0.00%,0.00%,1.80%,71.3,34.4,36.9,76.5,40.6,35.9,NA*,NA,NA,NA,NA,NA,91.2,40,38.1,5.7,7.4,100,50,50,100,50,50,NA,NA,NA,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.60%,99.40%,99.60%,Lowest Subgroup Rate: White,99.30%,99.50%,99.30%,99.50%,53.40%,21.60%,NA,25.00%,0.594,0.502,0.391,0.424,0.5,0.425,0.457,0.405,0.451,0.434,0.541,0.405,0.43,0.423,0.53,0.418,0.517,0.406,0.543,0.41,NA,NA,,NA,,,K-12,11,Rural,Pepin,Public school district,N,N
